age,selling_price,km_driven,mileage,engine,max_power,seats
13,170000,90000,20.36,1197,78.9,5
5,1250000,90000,19.67,1582,126.2,5
10,600000,144030,12.8,2354,177.6,5
8,819999,200000,25.1,1498,98.6,5
6,650000,29000,18.6,1197,81.83,5
15,105000,90000,17.3,1061,57.5,5
13,200000,176000,17,1461,66,5
9,200000,150000,19.09,1396,69,5
6,220000,90000,16.8,796,34.2,8
8,500000,70000,15.04,1598,103.2,5
15,175000,99000,19.2,1461,65,5
4,450000,5000,23.84,1199,84,5
14,210000,90000,16.52,1991,123.7,5
11,270000,89000,21.1,1248,73.9,5
16,110000,88000,16.8,1405,62,5
7,480000,30000,26.59,1248,74,5
6,650000,50000,26.59,1248,74,5
9,480000,80000,23.4,1248,74,5
6,700000,40000,22.54,1396,88.73,5
7,650000,110000,20.77,1248,88.76,7
7,1300000,48000,19.67,1582,126.2,5
6,1350000,97000,16.96,1968,138.03,5
6,1000000,60000,22.15,1498,108.6,5
11,1700000,110000,0,2987,165,5
4,1080000,12800,17.8,1496,105.5,5
10,170000,40000,21.1,814,55.2,5
5,610000,49000,28.4,1248,74,5
8,350000,25000,18.5,1197,85.8,5
6,260000,65000,22.74,796,47.3,5
7,700000,20000,20.4,1248,91.7,5
4,678000,17000,18.78,999,75,5
7,800000,15000,23.65,1248,88.5,5
8,400000,120000,23.59,1364,67.04,5
12,300000,49000,18.5,1197,80,5
6,520000,29000,18.6,1197,81.83,5
5,850000,55000,19.61,1461,108.5,5
3,1460000,5000,17.3,1497,121,7
5,830000,35000,21.5,1497,108.5,5
4,430000,5000,20.63,1198,67,5
5,850000,60000,22.77,1498,98.59,5
5,650000,70000,20.85,1197,83.14,5
14,120000,120000,16.8,1493,110,5
6,730000,65100,18.49,1493,100,7
3,525000,20000,20.89,1197,81.8,5
7,600000,108000,21.19,1396,88.73,5
3,500000,15000,21.21,1197,81.8,5
13,150000,77000,17.92,1086,62.1,5
7,409999,18500,20.51,998,67.04,5
6,625000,120000,18.49,1493,100,7
7,290000,15200,25.17,799,53.3,5
7,500000,35000,17.3,1497,117.3,7
11,475000,80000,22.32,1582,126.32,5
9,190000,70000,21.1,814,55.2,5
8,750000,80000,15.1,2179,140,7
8,525000,120000,19.01,1461,108.5,5
10,495000,82000,17.3,1998,163.7,5
5,2625000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
12,321000,60000,16.8,1497,118,5
5,585000,50000,17.71,1197,78.9,5
11,225000,70000,20,1399,68,5
5,500000,70000,25.8,1498,98.6,5
11,350000,90000,23,1396,90,5
6,756000,70000,24.52,1248,88.5,7
8,240000,50000,22.74,796,47.3,5
10,80000,120000,19.7,796,35,8
3,800000,5000,17.19,1197,81.86,5
4,1250000,25000,17.6,2179,147.94,7
13,320000,80000,12.05,2179,120,7
5,509999,25000,18.9,1197,82,5
3,650000,15000,22.95,1248,74,5
11,210000,35000,20.92,998,67.1,5
14,110000,80000,19.7,796,46.3,5
5,665000,25000,21.5,1497,108.5,5
5,555000,52000,21.66,1498,108.62,5
5,560000,52000,21.66,1498,108.62,5
6,375000,80000,25.32,1198,77,6
5,2950000,50000,15.04,2755,174.5,7
5,605000,127000,28.4,1248,74.02,5
5,720000,30000,17.5,1199,88.7,5
5,800000,70000,24.52,1248,88.5,7
5,1325000,54000,16,2179,140,7
11,625000,120000,10.5,2835,116.9,6
11,350000,116500,23,1396,90,5
10,600000,145000,12.99,2494,100,8
10,300000,120000,18.5,1197,82.85,5
11,240000,120000,13.93,2179,138.1,7
6,377000,80000,25.83,1498,99,5
9,450000,140000,16.02,1373,93.7,7
14,160000,100000,13.9,1599,103.2,5
3,525000,100000,20.14,1197,81.86,5
11,550000,168000,12.8,2494,102,8
12,270000,120000,18.3,1991,147.9,5
6,570000,145000,23.59,1364,67.05,5
11,225000,90000,20,1399,68,5
3,590000,90000,20.14,1197,81.86,5
4,1675000,80000,17.1,1956,170,5
3,800000,33000,19.4,1194,94.93,5
8,450000,13500,18.2,1199,82.4,5
10,300000,80000,17,1405,70,5
5,645000,20000,18.6,1197,81.83,5
9,520000,58000,23.4,1248,74,5
9,200000,40000,21.1,814,55.2,5
7,700000,30000,17.4,1497,117.3,5
22,45000,50000,16.1,796,37,4
6,459999,73000,25.83,1498,99,5
8,325000,90000,23.2,1248,73.94,5
7,350000,50000,20.51,998,67.04,5
11,440000,80000,22.32,1582,126.3,5
11,320000,70000,21.9,1396,90,5
11,169000,41000,18,995,62,5
9,350000,50000,16.47,1198,73.9,5
8,350000,113226,19.68,1399,67,5
9,310000,90000,20,1399,68.1,5
12,420000,160500,13.5,2179,115,5
7,685000,30000,19.12,1373,91.1,5
8,560000,132000,19.72,1461,108.45,5
9,470000,120000,22.9,1248,74,5
11,380000,80000,16.2,1599,103.2,5
7,670000,57000,15.4,1997,120,7
4,550000,5000,22,1197,81.8,5
6,749000,25000,17.01,1591,121.3,5
7,899000,80000,19.67,1582,126.2,5
11,290000,88000,16.52,1991,123.7,5
8,869999,217000,12.99,2494,100.6,7
7,350000,60000,20.62,1198,67,7
5,500000,43000,20.85,1197,83.14,5
8,400000,77000,21.66,1498,103.6,5
6,260000,30000,25.17,799,53.3,5
7,220000,40000,22.74,796,47.3,5
8,190000,139000,18.2,1248,73.8,8
6,400000,80000,18.9,1197,82,5
8,170000,76000,25.44,936,56.3,5
3,650000,3500,18.6,1197,81.86,5
15,60000,62000,16.1,796,37,4
15,300000,110000,12,2092,127,7
10,125000,40000,16.2,995,62.1,5
10,500000,1500000,15.1,2179,140,7
11,170000,70000,19.7,796,46.3,5
10,310000,77000,19.3,1248,73.9,5
11,130000,110000,18,995,62,5
6,465000,20000,20.51,998,67.04,5
17,800000,120005,11,2987,198.5,5
10,260000,16830,20.2,998,67.1,5
9,500000,70000,15.96,2523,63,9
5,325000,38000,23.01,999,67,5
9,400000,80000,15.96,2523,63,9
4,3200000,50000,14.24,2755,174.5,7
15,200000,50000,17.88,1396,52.8,5
9,450000,52000,17.21,1493,100,7
10,229999,50000,17,1405,70,5
6,340000,30000,21.1,814,55.2,5
8,550000,103000,15.96,2523,62.1,7
11,975000,93468,11.4,2953,153.86,7
3,3800000,20000,18,1969,190,5
12,225000,80000,14,1595,102,5
4,3250000,12000,10.91,3198,197,7
9,280000,70000,25,1396,69,5
3,700000,4500,19.5,1199,88.76,5
10,259000,35000,23.03,1396,69,5
4,3200000,60000,15.04,2755,174.5,7
4,1400000,30000,16,1997,140,7
7,416000,40000,17.01,1499,110.4,5
11,250000,70000,19,1248,90,5
12,210000,120000,21.12,1248,88.8,5
14,290000,120000,12.05,2179,120,8
10,220000,90000,23.03,1396,69,5
10,246000,35000,23.03,1396,69,5
4,260000,30000,16.8,796,34.2,8
4,1050000,70000,21.38,1396,88.7,5
10,290000,60000,21.02,1248,88.76,5
9,310000,70000,25,1396,69,5
4,700000,6000,18.6,1197,81.83,5
6,550000,20000,20.4,1197,81.8,5
5,450000,70000,19.09,1405,69.01,5
6,773000,65000,17.8,1497,117.3,5
5,450000,25000,23.84,1199,84,5
3,409999,10000,15.37,1196,73,5
19,45000,35000,16.1,796,37,4
8,600000,80000,11.07,2496,179.5,5
12,250000,63000,18.6,1199,79.4,5
14,70000,100000,16.8,1405,62,5
3,690000,1303,17.8,1198,86.7,5
4,3975000,31800,17.01,1968,188,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
5,4100000,17000,9.5,3604,280,5
4,1000000,4295,17.1,1496,105.5,5
4,1000000,5229,17.1,1496,105.5,5
6,2000000,68089,19.16,2494,157.7,5
4,925000,23712,28.09,1248,88.5,5
6,550000,56494,18.2,1199,88.7,5
4,430000,16589,20.51,998,67.04,5
9,750000,79328,12.99,2494,100.6,7
6,675000,53201,17.8,1497,117.3,5
5,570000,25272,21.01,1197,81.8,5
5,850000,53619,24.3,1248,88.5,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
4,640000,6001,15.9,1496,120.69,5
9,250000,80000,19.09,1405,69.01,5
4,1250000,12000,19.6,1461,108.45,5
5,889000,25000,17,1497,121.31,5
5,750000,40000,22.54,1396,88.73,5
12,320000,130000,17.8,1248,75,5
11,600000,202000,17.67,1968,138.08,5
4,1000000,40000,28.09,1248,88.5,5
22,110000,70000,17.3,993,60,5
14,250000,120000,17.7,1497,78,5
7,600000,60000,26.59,1248,74,5
13,165000,60000,19,998,67.1,5
18,118000,60000,19.7,796,46.3,5
6,700000,78000,27.39,1248,74,5
9,585000,80000,20.46,1461,83.8,5
16,120000,120000,19.7,796,46.3,5
19,65000,90000,16.1,796,37,4
16,150000,100000,19.7,796,46.3,5
13,150000,70000,19.7,796,46.3,5
18,170000,160000,13.1,1493,82,5
16,250000,120000,10.5,2179,120,8
17,100000,100000,13.1,1493,82,5
9,599000,60000,20.77,1248,88.76,7
12,250000,135000,18.3,1991,147.9,5
6,570000,90000,20.4,1197,81.8,5
9,440000,75000,22.07,1199,73.9,5
17,300000,185000,11.4,2494,100.6,7
7,300000,71717,19.34,1198,76,5
11,500000,150000,11.79,2179,120,8
6,660000,55000,26.59,1248,74,5
10,256000,90000,15.3,1596,99.6,5
4,409999,35000,23.01,999,67,5
7,1888000,120000,12.55,2982,168.5,7
11,250000,100000,13.45,1086,62.1,5
13,280000,40000,12.9,1799,130,5
12,300000,100000,13,2489,95,8
6,900000,120000,14.1,2179,147.94,5
8,190000,60000,19,998,67.1,5
3,800000,2000,15.96,2523,63,9
10,450000,100000,14,2523,75,8
7,400000,110000,14.95,2489,93.7,7
13,150000,90000,13.93,2179,138.1,7
11,200000,84321,23.57,1396,70,5
9,600000,177000,15.1,2179,140,7
12,175000,60000,18,1248,75,5
14,99000,205000,19.09,1396,69,5
14,215000,70000,20.36,1197,78.9,5
9,520000,126000,19.01,1461,108.45,5
6,2280000,120000,10.91,3198,197,7
7,285000,70000,19.1,1405,70,5
5,660000,82000,18.49,1493,100,7
18,31504,110000,16.1,796,37,4
7,515000,45000,20.85,1197,83.14,5
10,295000,70000,21.64,1461,84.8,5
7,700000,80000,20.45,1461,83.8,5
5,1100000,45000,15.4,2179,120,7
5,300000,60000,20.3,998,68.05,5
9,450000,41800,18.6,1197,85.8,5
5,700000,50000,28.4,1248,74.02,5
10,250000,40000,20,1399,68,5
13,140000,96000,18.9,1061,67,5
10,250000,117000,14,2498,112,8
11,210000,110000,19.81,1086,68.05,5
8,420000,100000,25.8,1498,98.6,5
15,130000,88700,19.7,796,46.3,5
10,320000,70000,16.95,1498,97.7,5
12,200000,110000,17.3,1061,64,5
6,310000,15000,22.74,796,47.3,5
10,200000,80000,20.8,1461,65,5
8,350000,50000,18.5,1197,85.8,5
4,444000,15000,21.1,814,55.2,5
5,300000,25000,22.7,799,53.64,5
11,225000,57000,21,1461,64.1,5
10,600000,75000,15.96,2523,62.1,7
9,260000,26000,15.37,1196,73,5
7,375000,160000,24.4,1120,71.01,5
9,260000,26000,15.37,1196,73,5
12,150000,120000,19.7,796,46.3,5
8,110000,50000,19.7,796,46.3,5
10,225000,40000,19.7,796,46.3,5
5,860000,28000,17.8,1497,117.3,5
4,650000,50000,28.4,1248,74.02,5
8,650000,90000,20.77,1248,88.8,7
6,710000,40000,24.8,1396,88.7,5
5,430000,113000,25.83,1498,99,5
11,305000,188000,17.8,1248,75,5
11,220000,100000,20,1399,68,5
12,150000,225000,14,1948,90,9
5,660000,67000,18.49,1493,100,7
11,140000,70000,25.44,936,57.6,5
7,1100000,50000,14.28,1798,138.03,5
9,2450000,60000,16.36,2179,187.7,5
5,625000,34000,22,1498,108.495,5
18,198000,110000,12.8,1493,100,5
17,130000,140000,18.9,998,67.1,5
10,540000,100000,16.8,1497,116.3,5
5,550000,10000,18.9,1197,81.86,5
4,475000,30000,21.63,998,67.04,5
5,2825000,22000,15.73,1968,174.33,5
2,2125000,5500,26.8,1597,118,5
4,3350000,18000,19.62,1998,190,5
4,1800000,20000,11.36,2755,171.5,8
4,540000,7000,20.3,1086,68,5
4,910000,20000,17,2596,80.8,5
3,484999,4875,21.63,998,67.04,5
2,1950000,2700,17.01,1582,126.2,5
4,950000,58511,24.3,1248,88.5,5
7,365000,105000,25.83,1498,99,5
4,900000,26235,16.55,2498,105,6
5,919999,26766,21.5,1497,108.5,5
2,1900000,1600,13.96,1451,141,5
4,2950000,46000,15.8,2148,170,5
3,1075000,23000,17.3,1497,121,7
5,600000,24522,20.4,1197,81.8,5
5,3200000,13663,22.69,1995,190,5
3,2600000,11000,19.3,1968,141,5
6,839000,63000,24.3,1248,88.5,5
3,635000,2000,16.2,1199,74,5
8,550000,300000,12.05,2179,120,8
11,180000,190000,19.2,1461,65,5
7,650000,80000,26,1498,98.6,5
11,350000,80000,16,1198,90,5
7,265000,54000,23.95,998,67.05,5
4,330000,30000,23.01,999,67,5
3,395000,5000,15.37,1196,73,7
7,700000,58945,18.49,1493,100,7
10,300000,90000,20,1399,68,5
11,650000,375000,12.8,2494,102,8
9,625000,160000,20.77,1248,88.76,7
8,425000,80000,15.11,1598,103.6,5
18,55000,50000,16.1,796,37,4
7,250000,80000,19.09,1405,69.01,5
7,459999,156975,15.96,2523,62.1,9
5,1594000,5000,21.43,1364,86.79,5
8,300000,50000,18.2,1199,82.4,5
4,950000,27620,22.77,1498,98.59,5
9,484999,120000,12.05,2179,120,9
13,161000,120000,14,2498,112,8
7,500000,58000,17.19,1197,81.86,5
10,350000,50000,16.95,1498,97.7,5
5,550000,40000,20.89,1197,81.8,5
4,850000,7800,17.5,1199,88.7,5
6,240000,50000,22.74,796,47.3,5
11,950000,68000,13.1,2499,141,7
7,423000,60000,16.02,1373,93.7,7
17,90000,74000,12.8,1396,85,5
11,350000,58000,13.93,2179,138.1,7
11,170000,70000,19,998,66.1,5
7,450000,70000,18.16,1196,86.8,5
13,150000,110000,20.36,1197,78.9,5
6,511000,80000,22.54,1396,88.73,5
4,850000,59000,24.2,1498,93.87,7
4,250000,110000,25,1396,69,5
2,420000,25000,21.63,998,67.04,5
8,180000,55000,22.74,796,47.3,5
7,400000,25000,27.62,793,47,5
13,150000,300000,14,2498,112,7
6,500000,143200,25.83,1498,99,5
5,1689999,60000,17.1,1956,170,5
10,204999,120000,23.08,1461,63.1,5
8,459999,145000,26.21,1248,88.5,5
5,600000,30000,18.6,1197,81.83,5
3,585000,8000,18.9,1197,81.86,5
10,551000,170000,13.1,2499,141,7
9,525000,100000,23.4,1248,74,5
10,160000,62000,14,796,35,5
8,825000,110000,15.1,2179,140,7
7,600000,80000,13.58,2499,72.4,9
20,65000,80000,17.3,993,60,5
9,550000,100000,23.4,1248,74,5
7,650000,120000,15.96,2523,63,9
3,750000,24000,28.4,1248,74.02,5
5,380000,80000,25.32,1198,77,6
10,400000,138000,22.32,1582,126.32,5
19,50000,147000,18.9,998,67.1,5
5,750000,60000,18.49,1493,100,7
11,150000,80000,18,995,62,5
6,245000,50000,22.74,796,47.3,5
9,260000,189000,21.02,1248,88.76,5
8,411000,90000,21.21,1498,103.2,5
8,450000,56000,21.9,1396,88.76,5
10,1300000,140000,18.88,1995,184,5
6,351000,60000,23.1,998,67.04,5
10,550000,130000,15.1,2179,140,7
9,1300000,140000,18.88,1995,184,5
9,260000,189000,21.02,1248,88.76,5
8,411000,90000,21.21,1498,103.2,5
8,450000,56000,21.9,1396,88.76,5
10,1300000,140000,18.88,1995,184,5
6,351000,60000,23.1,998,67.04,5
10,550000,130000,15.1,2179,140,7
9,1300000,140000,18.88,1995,184,5
6,750000,35000,20.45,1461,83.8,5
7,800000,35000,20.45,1461,83.8,5
11,350000,156000,11.57,2179,138.1,7
9,200000,90000,22.74,796,47.3,5
14,150000,60000,17,1405,70,5
6,800000,36000,19.01,1461,108.5,5
5,350000,20000,21.1,814,55.2,5
11,350000,160000,13.93,2179,138,7
16,250000,185000,12.7,2609,116.6,9
12,170000,110000,17,1405,71,5
4,395000,10800,25.17,799,53.3,5
10,450000,120000,15.96,2523,62.1,7
3,500000,15000,20.89,1197,81.8,5
10,200000,67500,12.2,1948,68,10
5,1200000,30000,17.6,2179,153.86,7
6,400000,50000,25.32,1198,77,6
6,650000,100000,18.49,1493,100,7
6,550000,150000,15.96,2523,63,9
7,1100000,110000,16,2179,140,7
10,254999,30000,22.74,796,47.3,5
11,180000,60000,19.7,796,46.3,5
12,160000,255000,13,2489,95,8
14,225000,120000,16.52,1991,123.7,5
7,270000,49900,22.74,796,47.3,5
10,310000,86000,21.12,1248,88.8,5
7,225000,71850,20.63,1198,67,5
7,300000,95000,21.2,1248,75,5
14,250000,70000,17.5,1298,85.8,5
11,180000,35000,21.1,814,55.2,5
7,550000,50000,20.85,1197,83.14,5
15,300000,120000,13.6,2523,63,7
7,900000,145000,22.7,1582,126.2,5
4,1530000,40000,16,2179,138,7
7,590000,110000,27.39,1248,74,5
14,170000,112000,17.3,1061,57.5,5
5,2600000,70000,20.38,1968,143,5
6,475000,110000,23.2,1248,73.94,5
4,700000,29000,24,1186,73.97,5
11,376000,60000,18.9,998,67.1,5
18,75000,46000,16.1,796,37,4
10,440000,120000,11.79,2179,120,8
6,390000,80000,20.51,998,67.04,5
10,725000,159000,12.8,2494,102,7
10,325000,110000,15.96,2523,62.1,7
12,170000,75000,19.7,796,46.3,5
12,215000,120000,19.3,1248,73.9,5
12,350000,110000,17,1497,118,5
13,80000,80000,18,995,62,5
10,195000,80000,21.1,814,55.2,5
8,335000,71000,21.64,1461,84.8,5
11,475000,108000,16,2179,140,7
7,484999,75000,19.87,1461,83.8,5
4,650000,22000,21.56,1462,103.25,5
8,1850000,76131,13.22,2967,241.4,5
4,700000,30000,18.6,1197,81.83,5
8,3000000,65000,12.07,2967,241.4,7
4,900000,60000,15.4,2523,75,7
9,350000,80000,22.07,1199,73.9,5
17,285000,80000,9,2997,218,5
10,1850000,70000,12.07,2967,241.4,7
5,750000,51777,24.3,1248,88.5,5
9,1650000,64788,0,2179,115,5
4,600000,20000,19.5,1199,88.76,5
4,565000,19000,18.78,999,75,5
22,86000,46951,18.5,796,53,5
6,329000,19000,20.63,1198,67,5
6,650000,50000,22.77,1498,98.59,5
7,822000,60000,19.67,1582,126.2,5
9,345000,100000,19.01,1461,108.45,5
21,30000,10000,17.3,993,60,5
10,330000,50000,22.9,1248,74,5
8,300000,74537,20.51,998,67.04,5
13,200000,90000,12.6,1586,103.3,5
12,90000,70000,18,995,62,5
12,200000,80000,18.9,1061,67,5
6,550000,35000,24.4,1120,71,5
7,250000,23500,18.6,1199,76.8,5
5,975000,82000,25.6,1498,97.9,5
8,900000,100000,12.99,2494,100.6,8
4,610000,15000,18.6,1197,81.83,5
5,620000,30000,27.39,1248,74,5
6,400000,30000,18.9,1197,82,5
3,500000,11000,21.63,998,67,5
5,200000,140000,19.02,1198,67.05,7
6,360000,110000,23,1248,88.7,5
10,252000,48000,20.92,998,67.1,5
10,280000,70000,22.9,1248,74,5
4,509999,70000,22,1197,81.8,5
6,1050000,58000,15.4,1997,120,7
12,200000,40000,17.3,1061,57.5,5
17,60000,90000,17.3,993,60,5
12,320000,40000,14,2498,112,7
9,520000,110000,12.05,2179,120,9
15,250000,80000,11.57,2179,138.1,7
5,725000,60000,24.3,1248,88.5,5
7,585000,50000,15.96,2523,62.1,7
5,430000,25000,23.84,1199,84,5
11,235000,100000,22.9,1248,74,5
10,350000,52000,19.3,1248,73.9,5
12,131000,80000,19.81,1086,68.05,5
6,450000,85000,25.8,1498,98.6,5
6,750000,83000,24.3,1248,88.5,5
9,200000,50000,22.74,796,47.3,5
13,125000,120000,18.9,1061,67,5
8,500000,100000,15.96,2523,62.1,7
10,380000,70000,22.9,1248,74,5
14,128000,19000,19.7,796,46.3,5
13,250000,68600,17,1497,118,5
5,690000,60000,16.5,1493,70,7
8,650000,65000,15.96,2523,62.1,7
10,560000,40000,16.8,1497,116.3,5
6,400000,25000,23.1,998,67.04,5
10,200000,29500,20.92,998,67.1,5
4,950000,13887,17,1591,121.3,5
6,300000,50000,22.74,796,47.3,5
6,315000,30000,25.17,799,53.3,5
10,220000,100000,22.74,796,47.3,5
11,130000,60000,14.49,1399,92.7,5
6,595000,60000,22.54,1396,88.73,5
11,110000,120000,19.4,1405,70,5
5,680000,13500,17,1497,121.36,5
9,280000,52000,20.3,1248,75,5
5,530000,30000,21.4,1197,83.1,5
5,610000,14000,19.1,1197,82,5
8,500000,90000,15.05,2179,147.9,7
4,500000,50000,24.7,1047,69,5
12,250000,120000,13,2489,95,8
4,325000,10000,21.1,814,55.2,5
4,550000,10000,21.4,1197,83.1,5
4,720000,25000,20.73,1373,91.1,5
5,950000,20000,17,1591,121.3,5
9,350000,60000,22.9,1248,74,5
4,500000,40000,18.9,1197,81.86,5
10,380000,60000,19.3,1248,73.9,5
7,380000,50000,16.9,1197,82,5
5,900000,20000,17,1591,121.3,5
5,295000,35000,24.7,796,47.3,5
6,640000,40000,28.09,1248,88.5,5
4,790000,60000,21.5,1497,108.5,5
7,625000,20000,17.01,1591,121.4,5
5,604000,30000,17,1497,121.36,5
7,315000,29000,23.95,998,67.05,5
3,950000,17000,20,1497,115,5
5,400000,50000,20.51,998,67.04,5
4,700000,42000,18.6,1368,98.63,5
11,700000,120000,12.8,2494,102,8
10,260000,110000,21.03,1461,65,5
10,200000,90000,23.57,1396,70,5
2,580000,70000,23.26,1197,88.5,5
11,330000,66000,20.5,1598,105,5
11,400000,70000,16.2,1493,110,5
4,1350000,5000,14.8,1591,121.3,5
8,250000,50000,21.03,1461,65,5
3,725000,25000,15.41,1598,103.2,5
9,300000,70000,23.4,1248,74,5
16,120000,40000,16.1,796,37,4
6,1175000,110000,16,2179,140,7
13,380000,150000,13.93,2179,138,7
8,400000,45000,19.1,1405,70,5
17,140000,90000,16.1,1405,70,5
11,229999,140000,11.57,2179,138.1,7
19,110000,83000,13.8,1299,70,5
11,550000,106000,16.96,1968,138.1,5
14,150000,60000,15.26,1150,74.9,5
5,265000,40000,16.8,796,34.2,8
11,300000,138000,17,1197,80,5
7,280000,80000,22.74,796,47.3,5
17,130000,50000,15.3,1341,83,5
7,350000,50000,18.2,1199,82.4,5
13,200000,120000,18.5,1197,85.8,5
4,550000,24400,22,1197,81.8,5
9,400000,60000,15.96,2523,62.1,7
12,170000,120000,18.5,1197,85.8,5
7,600000,60000,24.8,1396,88.7,5
11,130000,100000,19.7,796,46.3,5
11,100000,120000,16.1,796,37,4
6,310000,27500,25.17,799,53.3,5
15,35000,10000,16.1,796,37,4
12,200000,120000,18.5,1197,80,5
7,650000,80000,22.54,1396,88.73,5
9,210000,120000,15.64,1193,64.1,5
7,509999,90000,24.4,1120,71.01,5
9,229999,70000,20,1399,68.1,5
8,409999,188000,19.01,1461,108.45,5
11,130000,67840,18,995,62,5
9,95000,30000,25.4,624,37.48,4
6,225000,35000,22.74,796,47.3,5
5,775000,100000,24.3,1248,88.5,5
5,420000,30000,20.51,998,67.04,5
6,480000,70000,18.9,1197,82,5
12,260000,380000,13.6,2523,63,7
4,600000,15000,16.2,1199,74,5
13,140000,140000,13.8,1399,68,5
12,130000,120000,19.7,796,35,8
15,195000,112880,25.2,1248,74,5
9,210000,135000,19.4,1405,70,5
16,130000,80000,18.9,998,67.1,5
10,141000,128000,18.6,1199,79.4,5
11,280000,120000,13.6,2523,63,7
12,350000,30000,12.6,1586,103.2,5
4,575000,70000,17,1198,108.5,5
7,550000,41000,18.6,1197,81.83,5
16,120000,30000,19.7,796,46.3,5
7,320000,30000,23.95,998,67.05,5
11,250000,35000,16.36,1495,93.7,5
12,300000,22000,15,1586,104.68,5
16,250000,70000,18.9,998,67.1,5
4,750000,70000,16.5,1493,70,7
17,151000,200000,10.5,2179,120,8
11,300000,120000,13.93,2179,138.03,7
3,577000,3000,20.89,1197,81.8,5
10,229999,50000,20.92,998,67.1,5
9,500000,50000,15.96,2523,62.1,7
3,840000,1500,18.2,1199,88.7,5
5,900000,74000,22.27,1498,108.6,5
5,650000,25000,18.7,1199,88.7,5
6,650000,61915,27.3,1498,98.6,5
6,250000,110000,21.1,814,55.2,5
6,550000,70000,20.14,1498,88,5
15,250000,150000,17.8,1248,75,5
9,350000,110000,17.21,1493,100,7
8,185000,90000,25.44,936,56.3,5
12,229999,120000,15.6,1196,70,5
6,1000000,65000,12.99,2494,100.6,8
3,490000,10000,20.52,1197,81.8,5
13,150000,80000,20.36,1197,78.9,5
9,600000,184000,20.77,1248,88.76,7
9,270000,80000,32.52,998,58.33,5
17,60000,70000,17.3,993,60,5
14,150000,89000,15.6,1586,104.68,5
8,335000,33033,19.4,1198,86.8,5
9,525000,69000,22.9,1248,74,5
7,465000,63063,18.9,1197,82,5
10,83000,90000,25,1396,69,5
5,300000,8000,21.1,814,55.2,5
10,350000,35000,17,1197,80,5
11,300000,45000,17,1197,80,5
11,250000,30000,20.4,1248,91.2,5
16,114999,59000,16.1,796,37,4
4,700000,6200,19.34,1462,103,7
2,250000,120000,21.63,998,67,5
6,350000,70000,20.51,998,67.04,5
24,80000,70000,14,796,35,5
5,850000,110000,15.4,2523,75,7
15,90000,93000,18,995,62,5
8,600000,110000,13.58,2499,72.4,10
15,135000,57000,19.7,796,46.3,5
17,150000,120000,13.2,1495,94,5
10,259000,35000,23.03,1396,69,5
10,220000,90000,23.03,1396,69,5
10,246000,35000,23.03,1396,69,5
13,240000,120000,17.5,1298,85.8,5
4,946000,60000,22.1,1396,88.7,5
11,215000,70000,23.03,1396,69,5
23,50000,60000,17.3,993,60,5
9,310000,100000,25.8,1498,98.6,5
14,220000,35000,20.36,1197,78.9,5
14,195000,90000,17.8,1248,75,5
7,650000,50000,17.19,1197,81.86,5
11,350000,98000,18.5,1197,80,5
9,360000,30000,18.5,1197,82.85,5
9,550000,50000,16.3,1797,147.5,5
6,490000,26000,18.9,1197,82,5
11,195000,46000,19.7,796,46.3,5
12,125000,80000,19.7,796,46.3,5
3,459999,10000,23.84,1199,84,5
7,275000,16700,22.74,796,47.3,5
4,680000,70000,28.4,1248,74.02,5
7,600000,7967,20.85,1197,83.14,5
4,720000,20000,22,1197,81.8,5
6,356000,9656,25.17,799,53.3,5
11,225000,50000,19.81,1086,68.05,5
3,725000,17000,24.4,1498,98.63,5
12,130000,50000,18,995,62,5
7,300000,10000,25.17,799,53.3,5
9,400000,43000,18.5,1197,82.85,5
9,550000,50000,23.5,1396,88.7,5
16,120000,90000,18.9,998,67,5
10,409999,100000,14,2498,112,8
12,110000,80000,0,1086,62.1,5
10,450000,120000,15.96,2523,62.1,7
3,610000,5000,21.21,1197,81.8,5
6,515000,68609,22.7,1498,89.84,5
4,925000,33360,22.77,1498,98.59,5
3,860000,14317,14.23,1498,104.55,5
10,225000,87237,20,1399,68.05,5
5,500000,62960,25.83,1498,99,5
5,600000,26634,21.21,1197,81.8,5
10,195000,163720,18.5,1399,68,5
10,265000,67998,18.9,998,67.1,5
4,650000,20706,23.8,1499,98.63,5
7,415000,100581,25.83,1498,99,5
7,600000,67303,20.45,1461,83.8,5
9,340000,79139,18.5,1197,85.8,5
