airbnb_id,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,instant_bookable,reviews_per_month
2801646,7950965,05/08/2013,within a few hours,1,f,,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.43,-99.17411,Entire apartment,Entire home/apt,2,1 bath,1,1,786,5,400,148,76,96,10,10,10,10,t,1
2804089,13110261,13/03/2014,,,f,Narvarte,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",t,t,19.39633,-99.1517,Shared room in apartment,Shared room,2,1 shared bath,1,1,599,1,1125,0,0,,,,,,f,
2836677,14510906,20/04/2014,within a day,1,f,,5,"['phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.44181,-99.18803,Entire condominium,Entire home/apt,1,1 bath,1,1,1388,3,1125,363,18,93,9,9,9,10,f,0.21
2848002,5870021,10/04/2013,within an hour,1,f,Coyoacán,5,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.35445,-99.16251,Private room in guest suite,Private room,2,1 private bath,1,1,1400,1,365,365,24,100,10,10,10,10,f,0.29
2848113,5870021,10/04/2013,within an hour,1,f,Coyoacán,5,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.35472,-99.16258,Private room in guest suite,Private room,2,1 private bath,1,1,1300,1,365,365,53,98,10,10,10,10,f,0.64
2863665,14636903,23/04/2014,,,f,Anzures,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.43238,-99.17465,Private room in apartment,Private room,2,1 private bath,1,1,400,7,1125,85,216,98,10,10,10,10,f,3.56
2865649,13546932,26/03/2014,,,f,Polanco,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.43229,-99.19026,Private room in apartment,Private room,2,1 bath,1,1,1587,1,1125,365,0,,,,,,f,
2894095,14791549,27/04/2014,within an hour,1,t,,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.36045,-99.27996,Entire apartment,Entire home/apt,4,2 baths,2,5,1998,3,1125,72,90,97,10,10,10,10,t,1.12
2905087,4093881,08/11/2012,,,f,Colonia Cuauhtémoc,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,19.43136,-99.17242,Private room in apartment,Private room,2,1 private bath,1,1,416,2,10,179,27,99,10,10,10,10,f,0.39
2908932,2281290,03/05/2012,within an hour,0.98,f,Juárez,49,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42644,-99.161,Room in serviced apartment,Hotel room,4,1 bath,2,3,654,2,1125,208,4,90,10,9,10,10,t,0.15
2908957,2281290,03/05/2012,within an hour,0.98,f,Juárez,49,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42536,-99.16043,Entire serviced apartment,Entire home/apt,2,1 bath,1,0,615,1,1125,361,34,89,9,10,9,9,f,0.4
2918765,14905408,29/04/2014,within an hour,1,t,Lomas - Virreyes,1,"['email', 'phone', 'reviews']",t,f,19.42297,-99.20626,Private room in apartment,Private room,2,1 private bath,1,1,770,3,1125,331,11,95,10,10,10,10,t,0.56
2919309,12698417,01/03/2014,,,f,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.33643,-99.13076,Shared room in house,Shared room,2,1.5 shared baths,1,1,285,2,10,0,0,,,,,,f,
2942919,14993631,01/05/2014,within a few hours,0.63,f,Coyoacán,1,"['email', 'phone', 'identity_manual']",t,t,19.34682,-99.16616,Entire bungalow,Entire home/apt,2,1 bath,1,1,449,2,1125,242,67,96,10,9,9,10,f,1.73
2979950,14170388,11/04/2014,within a day,0.6,f,San Pedro De Los Pinos,3,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.38869,-99.18381,Private room in house,Private room,2,1.5 shared baths,1,1,288,3,90,332,33,96,9,10,9,9,f,0.4
2984619,15219834,07/05/2014,within an hour,0.98,f,Polanco,26,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.43661,-99.20527,Entire apartment,Entire home/apt,2,1 bath,1,1,1463,2,1125,365,63,92,10,10,10,10,t,0.75
2984948,15219834,07/05/2014,within an hour,0.98,f,Polanco,26,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.42962,-99.20321,Entire apartment,Entire home/apt,2,1 bath,1,0,1406,2,1125,364,26,91,10,10,9,10,t,0.33
2985126,15219834,07/05/2014,within an hour,0.98,f,Polanco,26,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.40522,-99.24098,Entire apartment,Entire home/apt,2,1 bath,1,0,898,2,1125,365,15,93,10,10,10,10,t,0.19
2986194,15219834,07/05/2014,within an hour,0.98,f,Polanco,26,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.42512,-99.22595,Entire apartment,Entire home/apt,4,2 baths,2,2,1748,2,1125,365,22,88,9,9,9,10,t,0.26
2987766,15219834,07/05/2014,within an hour,0.98,f,Polanco,26,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.42485,-99.22614,Entire apartment,Entire home/apt,2,1 bath,1,1,1348,2,1125,365,28,95,10,10,10,10,t,0.36
2993993,15219834,07/05/2014,within an hour,0.98,f,Polanco,26,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.4017,-99.25329,Entire apartment,Entire home/apt,7,1 bath,3,4,1765,2,1125,365,54,91,10,10,9,9,t,0.64
3011163,14170388,11/04/2014,within a day,0.6,f,San Pedro De Los Pinos,3,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.39057,-99.18412,Private room in house,Private room,2,2 shared baths,1,1,288,3,90,176,25,98,10,10,10,10,f,0.31
3013008,15200931,06/05/2014,within an hour,1,t,,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.44336,-99.20072,Entire apartment,Entire home/apt,3,1.5 baths,1,2,1150,2,1125,360,82,98,10,10,10,10,t,0.97
3031671,15441630,12/05/2014,,,f,,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.43395,-99.15064,Private room in apartment,Private room,2,1 bath,1,1,3750,1,1125,0,0,,,,,,f,
3033052,1979000,21/03/2012,within an hour,1,f,Nápoles,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,f,19.39171,-99.17506,Private room in house,Private room,2,1.5 shared baths,1,2,350,1,30,362,30,95,10,10,10,10,f,0.81
3047414,1969996,19/03/2012,within a few hours,1,f,Hipódromo,5,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.40646,-99.17588,Private room in house,Private room,2,1.5 baths,1,1,813,1,1125,0,6,100,10,10,10,10,f,0.08
3049887,15219834,07/05/2014,within an hour,0.98,f,Polanco,26,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.42503,-99.22601,Entire apartment,Entire home/apt,2,1 bath,1,0,1049,2,1125,365,31,91,10,10,10,10,t,0.45
3057573,15563543,15/05/2014,within an hour,1,f,Polanco,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.42993,-99.19266,Entire apartment,Entire home/apt,4,1 bath,2,2,1497,2,1125,75,154,95,10,10,10,10,f,1.88
3074692,15329677,10/05/2014,,,f,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.40233,-99.14822,Private room in apartment,Private room,2,1 bath,1,1,700,2,30,0,0,,,,,,f,
3105424,12215962,13/02/2014,,,t,Juárez,2,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,t,19.43242,-99.19045,Entire apartment,Entire home/apt,4,1 bath,2,5,2000,5,1125,328,13,97,9,10,10,10,t,0.16
3112616,1969996,19/03/2012,within a few hours,1,f,Hipódromo,5,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.40636,-99.17753,Private room in house,Private room,2,1.5 baths,1,1,813,3,1125,269,11,94,10,10,10,10,f,0.16
3148012,15981957,26/05/2014,within an hour,1,t,Roma Norte,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.41121,-99.15957,Entire apartment,Entire home/apt,4,2 baths,2,3,1397,2,1125,24,123,99,10,10,10,10,f,1.47
3157656,2872228,08/07/2012,within an hour,1,t,Centro Histórico,6,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.43432,-99.14581,Entire condominium,Entire home/apt,4,2 baths,2,2,1122,2,30,193,35,91,10,10,10,10,t,0.46
3168035,8539814,30/08/2013,within a day,0.5,f,Roma Norte,9,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41754,-99.17158,Shared room in hostel,Shared room,9,2 shared baths,1,1,241,1,1125,2,16,93,9,9,9,9,f,0.31
3168084,8539814,30/08/2013,within a day,0.5,f,Roma Norte,9,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41788,-99.17004,Entire apartment,Entire home/apt,16,3 baths,3,20,4798,3,30,364,0,,,,,,f,
3168086,8539814,30/08/2013,within a day,0.5,f,Roma Norte,9,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.4178,-99.16999,Entire home/apt,Entire home/apt,16,2.5 baths,2,16,170,1,1125,364,31,86,8,9,9,10,f,0.39
3183133,15219834,07/05/2014,within an hour,0.98,f,Polanco,26,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.40303,-99.24273,Entire loft,Entire home/apt,1,1 bath,,1,738,2,1125,365,33,98,10,10,10,10,t,0.49
3230948,145555472,11/08/2017,,,f,,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43392,-99.13742,Entire apartment,Entire home/apt,4,1 bath,2,2,550,10,25,118,30,92,9,10,10,10,f,0.36
3242026,12682760,28/02/2014,within an hour,1,t,,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.45688,-99.21323,Entire apartment,Entire home/apt,6,1 bath,3,4,798,7,120,89,63,94,10,10,10,9,t,1.12
3258457,16476290,06/06/2014,within a few hours,1,f,Roma Sur,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.41048,-99.16375,Entire apartment,Entire home/apt,4,2 baths,2,3,1297,2,1125,8,27,100,10,10,10,10,f,0.39
3281548,13080645,13/03/2014,within a day,0.9,f,Tabacalera,1,"['email', 'phone']",t,f,19.43939,-99.15583,Private room in apartment,Private room,1,1 bath,1,1,339,1,1125,2,0,,,,,,f,
3286979,1969996,19/03/2012,within a few hours,1,f,Hipódromo,5,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.40646,-99.17535,Private room in house,Private room,2,1.5 baths,1,1,813,3,1125,0,3,100,9,9,10,10,f,0.05
3290940,16118272,29/05/2014,,,f,Hipódromo,0,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.40319,-99.1722,Private room in apartment,Private room,1,1 shared bath,1,1,210,1,1125,209,1,100,10,10,10,10,f,0.02
3293072,16636749,10/06/2014,within an hour,1,t,Tabacalera,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43488,-99.15107,Entire loft,Entire home/apt,2,1.5 baths,1,1,1998,3,180,365,102,100,10,10,10,10,f,1.32
3293497,16639078,10/06/2014,within an hour,1,t,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.4061,-99.16957,Entire apartment,Entire home/apt,2,1 bath,1,1,771,1,360,211,74,98,10,10,10,10,f,1.02
3311971,8069764,10/08/2013,,,f,Roma Norte,8,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.42532,-99.15484,Private room in bed and breakfast,Private room,2,1 bath,1,1,1250,1,1125,365,3,73,9,9,8,8,f,0.04
3319297,2346707,11/05/2012,within a day,0.9,t,Juárez,3,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42646,-99.16036,Entire apartment,Entire home/apt,2,1 bath,1,1,892,3,1125,318,30,95,10,10,10,10,f,0.44
3332515,198640,11/08/2010,within a few hours,1,f,Condesa,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,19.41023,-99.17655,Entire apartment,Entire home/apt,4,1 bath,2,0,600,2,1125,180,162,90,9,9,9,10,f,1.94
3344746,14123007,10/04/2014,within a day,1,f,,3,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",t,t,19.29645,-99.23319,Private room in house,Private room,1,2 shared baths,1,1,250,3,1125,86,16,99,10,10,10,10,f,0.21
3386326,5286231,02/03/2013,within an hour,1,t,Nápoles,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.39294,-99.17416,Entire loft,Entire home/apt,4,2.5 baths,2,2,1199,2,1125,344,28,97,10,10,10,10,f,0.61
3386470,17085965,21/06/2014,within a day,1,f,,1,"['email', 'phone', 'reviews']",t,t,19.34028,-99.20049,Private room in apartment,Private room,1,1.5 baths,1,1,250,14,1125,12,4,90,9,9,10,10,f,0.07
3424613,17224984,25/06/2014,,,f,,1,"['email', 'phone', 'reviews']",t,f,19.4504,-99.18019,Entire apartment,Entire home/apt,3,1 bath,2,3,795,2,365,0,45,96,10,10,10,9,f,0.63
3458354,17429596,29/06/2014,,,f,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.36905,-99.29672,Entire condominium,Entire home/apt,4,3 baths,2,2,860,2,1125,301,8,97,10,10,10,8,f,0.1
3467163,17468617,30/06/2014,within a few hours,1,f,,5,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",t,t,19.33739,-99.12417,Entire house,Entire home/apt,2,2 baths,1,2,1062,7,1125,364,1,80,10,10,8,8,f,0.02
3468307,16297760,02/06/2014,,,f,Roma Norte,1,"['email', 'phone', 'reviews']",t,f,19.417,-99.15975,Private room in apartment,Private room,1,1 bath,1,1,555,1,1125,363,3,90,10,10,10,10,f,0.04
3490114,17575648,02/07/2014,,,f,Roma Sur,1,"['email', 'phone']",t,f,19.40924,-99.16619,Private room in apartment,Private room,2,1 bath,1,1,3991,1,1125,365,0,,,,,,f,
3498395,15769731,20/05/2014,,,f,Insurgentes San Borja,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.38618,-99.17167,Private room in house,Private room,2,1 bath,1,1,700,1,1125,180,0,,,,,,t,
3506037,17650235,04/07/2014,within a few hours,1,f,,2,"['email', 'phone']",t,f,19.29966,-99.15624,Private room in house,Private room,1,2 shared baths,6,0,600,1,1125,365,0,,,,,,f,
3542394,2535130,03/06/2012,,,f,,1,"['email', 'phone', 'google']",t,f,19.41675,-99.23121,Entire guesthouse,Entire home/apt,4,1 bath,1,2,700,15,1125,0,0,,,,,,f,
3577110,18015070,12/07/2014,within an hour,1,f,Roma Norte,6,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.41232,-99.16073,Entire apartment,Entire home/apt,2,1 bath,1,1,599,4,120,57,155,97,9,10,10,10,f,1.89
3595167,18112590,14/07/2014,within an hour,1,f,Colonia Cuauhtémoc,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.43211,-99.16912,Entire guest suite,Entire home/apt,2,1 bath,1,1,500,1,1125,364,219,96,9,10,10,10,t,4.51
3602334,18149939,15/07/2014,within an hour,1,f,San Diego Churubusco/Country Club,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.43293,-99.21078,Entire apartment,Entire home/apt,2,1 bath,1,1,750,7,1125,363,29,98,10,10,10,10,f,0.39
3624106,18259367,17/07/2014,within an hour,1,f,San Miguel Chapultepec,4,"['email', 'phone', 'facebook', 'google', 'reviews']",t,f,19.41239,-99.18398,Private room in apartment,Private room,2,2 shared baths,1,1,610,1,1125,365,22,93,8,10,10,10,f,0.29
3635953,18334496,18/07/2014,within an hour,1,t,Polanco,5,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,19.43215,-99.18851,Entire loft,Entire home/apt,4,1 bath,1,2,1663,1,1125,173,477,98,10,10,10,10,f,5.8
3645689,17429596,29/06/2014,,,f,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.36898,-99.29595,Private room in apartment,Private room,2,1 private bath,1,1,502,3,30,148,1,100,10,10,10,8,f,0.02
3679755,18703154,23/07/2014,a few days or more,0,f,,3,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.43294,-99.15448,Private room in apartment,Private room,4,1.5 baths,1,1,1289,1,1125,241,5,96,9,10,10,10,f,0.06
3682989,18725178,23/07/2014,within an hour,0.96,f,,4,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.44299,-99.20072,Entire apartment,Entire home/apt,6,2 baths,3,5,1599,2,1125,0,220,93,9,10,10,10,t,2.75
3685560,18744018,23/07/2014,,,f,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.44358,-99.21206,Private room in house,Private room,2,1 bath,1,1,1200,2,8,180,0,,,,,,f,
3685624,12589029,25/02/2014,a few days or more,0,f,Alamos,1,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'government_id']",t,t,19.39325,-99.14203,Entire apartment,Entire home/apt,4,2 baths,2,2,800,1,90,178,0,,,,,,f,
3688757,16700013,12/06/2014,within an hour,1,t,Roma Norte,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41441,-99.16323,Entire apartment,Entire home/apt,4,1 bath,2,2,1177,5,90,300,258,99,10,10,10,10,f,3.22
3696312,13707548,30/03/2014,,,f,,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,f,19.33402,-99.14928,Private room in house,Private room,2,1 bath,1,1,450,1,1125,364,1,,,,,,f,0.02
3726437,4470531,22/12/2012,within a few hours,1,f,Condesa,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,19.41608,-99.17215,Entire apartment,Entire home/apt,5,2 baths,2,3,1983,10,1125,0,11,96,10,10,10,10,f,0.18
3756112,11736749,28/01/2014,within an hour,1,f,Anzures,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42867,-99.17647,Private room in apartment,Private room,2,1.5 baths,1,1,667,1,1125,338,115,96,10,10,10,10,f,1.48
3767434,18242899,17/07/2014,within an hour,1,t,Letrán Valle,6,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,19.37762,-99.15932,Entire apartment,Entire home/apt,2,1 bath,1,1,790,14,1125,58,71,98,10,10,10,10,f,0.88
3789769,1502998,14/12/2011,,,f,Santa María La Ribera,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,19.45141,-99.16007,Private room in apartment,Private room,2,1 private bath,1,1,399,2,1125,362,5,100,10,10,10,10,f,0.08
3818532,19637328,07/08/2014,within a few hours,1,f,,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,19.3701,-99.25011,Private room in apartment,Private room,1,1 private bath,1,1,300,30,365,178,4,100,9,10,10,10,f,0.08
3835382,7766326,28/07/2013,within a few hours,0.9,t,Condesa,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41152,-99.17262,Entire apartment,Entire home/apt,4,2 baths,2,2,2603,1,360,0,103,97,9,10,10,10,f,1.29
3835975,19712702,09/08/2014,within a few hours,1,t,Roma Norte,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.4202,-99.16906,Entire apartment,Entire home/apt,4,2.5 baths,4,6,4989,15,1125,75,134,99,10,10,10,10,t,2.06
3843070,19806027,10/08/2014,,,t,Pedro María Anaya,2,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",t,t,19.3439,-99.16784,Private room in apartment,Private room,1,1 shared bath,1,0,599,4,365,240,24,98,9,10,10,10,f,0.3
3843651,19464589,04/08/2014,within an hour,1,f,Santa Fe,3,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.35984,-99.27943,Entire apartment,Entire home/apt,5,2 baths,2,3,2080,1,1125,365,90,96,9,10,10,10,f,1.18
3848018,2653797,16/06/2012,a few days or more,0.33,f,Condesa,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.41397,-99.17491,Private room in apartment,Private room,2,1 shared bath,1,1,360,1,1125,358,16,98,10,9,10,10,f,0.25
3849434,10731286,20/12/2013,within an hour,0.94,f,Roma Norte,2,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",t,t,19.42044,-99.16682,Entire apartment,Entire home/apt,3,1 bath,1,1,999,2,1125,312,288,96,9,10,9,10,t,5.85
3869649,17551851,02/07/2014,,,f,Centro Histórico,1,"['email', 'phone', 'reviews']",t,f,19.43344,-99.13574,Private room in apartment,Private room,2,1 shared bath,1,1,300,1,90,0,43,96,9,10,10,10,t,0.53
3869921,19985266,13/08/2014,,,f,,1,"['email', 'phone', 'jumio', 'government_id']",t,f,19.39182,-99.19455,Private room in apartment,Private room,2,1 shared bath,1,0,499,1,90,365,0,,,,,,f,
3873631,1555784,01/01/2012,within a few hours,0.83,f,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,f,19.41994,-99.17732,Private room in apartment,Private room,2,1 bath,1,1,577,3,1125,365,2,80,10,10,10,10,f,0.04
3876420,20030198,14/08/2014,within an hour,1,t,Narvarte,5,"['email', 'phone', 'google', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,19.39052,-99.15944,Entire apartment,Entire home/apt,2,1 bath,1,1,447,3,365,365,44,96,9,10,10,10,f,0.56
3916192,6522855,22/05/2013,within a day,1,t,Roma Norte,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.4193,-99.16843,Entire apartment,Entire home/apt,4,1 bath,1,1,1996,1,1125,264,335,97,,,,,f,4.13
3925290,19865487,11/08/2014,within a day,1,f,,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,f,19.43919,-99.18552,Private room in condominium,Private room,1,1 shared bath,1,1,850,1,1125,1,5,100,10,10,10,10,f,0.18
3938955,3611390,19/09/2012,,,t,Hipódromo,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id', 'work_email']",t,t,19.40842,-99.17385,Shared room in apartment,Shared room,1,1 shared bath,1,0,299,2,12,179,75,100,10,10,10,10,f,1.05
3942287,3151538,03/08/2012,within a day,1,f,San Miguel Chapultepec,7,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40678,-99.18864,Entire apartment,Entire home/apt,4,2 baths,2,2,1976,7,1125,150,7,100,10,10,10,10,f,0.09
3944872,20442452,23/08/2014,within an hour,1,t,Roma Norte,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.41961,-99.16729,Entire apartment,Entire home/apt,2,1 bath,1,1,1177,3,1125,66,30,97,9,10,10,10,f,0.38
3947107,20456562,24/08/2014,within an hour,1,f,,4,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,19.29362,-99.16224,Private room in tiny house,Private room,1,2 shared baths,2,0,300,1,1125,365,29,91,9,10,10,10,f,0.36
3950182,18822337,24/07/2014,within an hour,1,f,Santa María La Ribera,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.45254,-99.16312,Entire apartment,Entire home/apt,6,2 baths,2,3,978,1,1125,353,38,95,10,10,10,9,f,0.54
3961445,11109259,07/01/2014,within a day,1,t,,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,19.34015,-99.15832,Entire guest suite,Entire home/apt,1,1 bath,1,1,280,1,1125,312,55,99,10,10,10,10,f,0.74
3962866,20538109,25/08/2014,,,f,,1,"['email', 'phone', 'jumio', 'government_id']",t,f,19.41075,-99.17652,Private room in house,Private room,1,1 shared bath,1,1,200,1,4,362,0,,,,,,f,
3963510,20532650,25/08/2014,,,f,,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.29296,-99.15928,Private room in apartment,Private room,2,1 private bath,1,1,650,3,1125,0,9,96,10,10,10,10,f,0.16
3987218,20667217,28/08/2014,within an hour,1,t,San Rafael,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.43319,-99.15964,Entire apartment,Entire home/apt,2,1 bath,1,1,1157,14,360,271,8,100,10,10,10,10,f,0.1
4000119,20738791,30/08/2014,within a day,1,f,Roma Norte,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.42117,-99.16809,Private room in apartment,Private room,1,1 shared bath,1,1,723,1,30,365,8,100,9,10,10,10,f,0.1
4013766,5755202,03/04/2013,within an hour,0.98,f,Zona Rosa,52,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,t,19.4374,-99.19049,Entire loft,Entire home/apt,4,1 bath,1,2,3372,8,1124,90,159,94,9,10,10,10,f,2.09
4032302,20905627,03/09/2014,within an hour,1,t,,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.40456,-99.16308,Entire apartment,Entire home/apt,2,1 bath,1,2,684,2,1125,251,123,97,10,10,10,10,f,1.57
4041762,20271808,19/08/2014,,,f,,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.43338,-99.15891,Private room in apartment,Private room,1,1 shared bath,1,1,655,2,1125,365,0,,,,,,f,
4073755,20264437,19/08/2014,within an hour,1,f,,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.43793,-99.21413,Private room in apartment,Private room,2,1 shared bath,1,1,600,3,1125,363,22,99,10,10,10,10,f,0.27
4074448,21131434,09/09/2014,,,t,San Rafael,1,"['email', 'phone', 'reviews']",t,f,19.43885,-99.16283,Private room in bed and breakfast,Private room,7,2.5 baths,3,7,500,1,1125,330,83,98,10,10,10,10,f,1.09
4077706,2677221,19/06/2012,a few days or more,0,f,Condesa,1,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40873,-99.17787,Private room in apartment,Private room,2,2 baths,2,1,800,2,1125,88,0,,,,,,f,
4084998,21188069,10/09/2014,within a few hours,1,f,Hipódromo,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.40696,-99.16899,Entire apartment,Entire home/apt,4,2 baths,2,2,1700,2,1125,317,0,,,,,,f,
